,Date,Open,High,Low,Close,Fifty_EMA,Twenty_EMA,Under/Over EMA,One_day_yield,Two_day_yield,Three_day_yield
11232,8/15/2006,1268.189941,1286.22998,1268.189941,1285.579956,1267.2416592890975,1269.4199150731538,Over,Up,Down,Up
11233,8/16/2006,1285.27002,1296.209961,1285.27002,1295.430054,1268.3470865326622,1271.8970711614247,Over,Up,Up,Up
11234,8/17/2006,1295.369995,1300.780029,1292.709961,1297.47998,1269.489552943146,1274.3335386698604,Over,Up,Up,Up
11235,8/18/2006,1297.47998,1302.300049,1293.569946,1302.300049,1270.7762390630226,1276.9970158441595,Over,Up,Up,Up
11236,8/21/2006,1302.300049,1302.300049,1295.51001,1297.52002,1271.8250147860413,1278.9515876685252,Over,Up,Up,Up
11237,8/22/2006,1297.52002,1302.48999,1294.439941,1298.819946,1272.8836395395297,1280.8438122715227,Over,Down,Up,Up
11238,8/23/2006,1298.72998,1301.5,1289.819946,1292.98999,1273.672123871313,1282.0005911028063,Over,Up,Down,Up
11239,8/24/2006,1292.969971,1297.22998,1291.400024,1296.060059,1274.5500821116539,1283.339588045396,Over,Down,Down,Down
11240,8/25/2006,1295.920044,1298.880005,1292.390015,1295.089966,1275.355567754334,1284.4586716601204,Over,Up,Down,Down
11241,8/28/2006,1295.089966,1305.02002,1293.969971,1301.780029,1276.3918211365171,1286.108324740109,Over,Down,Up,Down
11242,8/29/2006,1301.569946,1305.02002,1295.290039,1304.280029,1277.48547634685,1287.838963241051,Over,Up,Up,Up
11243,8/30/2006,1303.699951,1306.73999,1302.150024,1305.369995,1278.5789868822678,1289.5085853133319,Over,Up,Up,Up
11244,8/31/2006,1304.25,1306.109985,1302.449951,1303.819946,1279.5688284162966,1290.8715720453956,Over,Up,Up,Up
11245,9/1/2006,1303.800049,1312.030029,1303.800049,1311.01001,1280.801815929383,1292.7895185172626,Over,Down,Down,Up
11246,9/5/2006,1310.939941,1314.670044,1308.819946,1313.25,1282.074293736074,1294.7381358013329,Over,Up,Up,Up
11247,9/6/2006,1313.040039,1313.040039,1299.280029,1300.26001,1282.7874590797574,1295.2640285821583,Over,Up,Up,Up
11248,9/7/2006,1300.209961,1301.25,1292.130005,1294.02002,1283.2279516648648,1295.1455515743337,Over,Down,Down,Down
11249,9/8/2006,1294.02002,1300.140015,1294.02002,1298.920044,1283.8433278348703,1295.5050270434447,Over,Down,Down,Down
11250,9/11/2006,1298.859985,1302.359985,1290.930054,1299.540039,1284.4588851354636,1295.88931389645,Over,Up,Down,Down
11251,9/12/2006,1299.530029,1314.280029,1299.530029,1313.0,1285.5781445419161,1297.518903049169,Over,Up,Up,Down
11252,9/13/2006,1312.73999,1319.920044,1311.119995,1318.069946,1286.85233283439,1299.4761452349626,Over,Up,Up,Up
11253,9/14/2006,1318.0,1318.0,1313.25,1316.280029,1288.006360135002,1301.076515117347,Over,Up,Up,Up
11254,9/15/2006,1316.280029,1324.650024,1316.280029,1319.660034,1289.2476806787274,1302.846374058552,Over,Down,Up,Up
11255,9/18/2006,1319.849976,1324.869995,1318.160034,1321.180054,1290.4999306128948,1304.5924388148803,Over,Up,Up,Up
11256,9/19/2006,1321.170044,1322.040039,1312.170044,1317.640015,1291.5642476476833,1305.835065118225,Over,Up,Up,Up
11257,9/20/2006,1318.280029,1328.530029,1318.280029,1325.180054,1292.8825145634603,1307.6774450117275,Over,Down,Down,Up
11258,9/21/2006,1324.890015,1328.189941,1315.449951,1318.030029,1293.8686916001875,1308.6634053915632,Over,Up,Up,Up
11259,9/22/2006,1318.030029,1318.030029,1310.939941,1314.780029,1294.688744047239,1309.2459409733192,Over,Down,Up,Down
11260,9/25/2006,1314.780029,1329.349976,1311.579956,1326.369995,1295.9311460453864,1310.8768032615744,Over,Down,Down,Down
11261,9/26/2006,1326.349976,1336.599976,1325.300049,1336.349976,1297.5161982004695,1313.302819712853,Over,Up,Up,Up
11262,9/27/2006,1336.119995,1340.079956,1333.540039,1336.589966,1299.048502820059,1315.520643168772,Over,Up,Up,Up
11263,9/28/2006,1336.560059,1340.280029,1333.75,1338.880005,1300.61052251339,1317.7453442955557,Over,Up,Up,Up
11264,9/29/2006,1339.150024,1339.880005,1335.640015,1335.849976,1301.992461865806,1319.4695949340744,Over,Up,Up,Up
11265,10/2/2006,1335.819946,1338.540039,1330.280029,1331.319946,1303.1425592828334,1320.598199797496,Over,Down,Down,Down
11266,10/3/2006,1331.319946,1338.310059,1327.099976,1334.109985,1304.356968134487,1321.8850364834486,Over,Down,Down,Down
11267,10/4/2006,1333.810059,1350.199951,1331.47998,1350.199951,1306.1547321684288,1324.5816950088345,Over,Up,Down,Down
11268,10/5/2006,1349.839966,1353.790039,1347.75,1353.219971,1308.0004278088825,1327.3091498651359,Over,Up,Up,Up
11269,10/6/2006,1353.219971,1353.219971,1344.209961,1349.589966,1309.6313900908872,1329.4311323541706,Over,Up,Up,Up
11270,10/9/2006,1349.579956,1352.689941,1346.550049,1350.660034,1311.2403565186955,1331.4529325109163,Over,Down,Down,Up
11271,10/10/2006,1350.619995,1354.22998,1348.599976,1353.420044,1312.8944619101192,1333.5450383670195,Over,Up,Down,Up
11272,10/11/2006,1353.280029,1353.969971,1343.569946,1349.949951,1314.3476183450166,1335.107410998732,Over,Up,Up,Up
11273,10/12/2006,1349.939941,1363.76001,1349.939941,1362.829956,1316.2488864883494,1337.7476533798051,Over,Down,Down,Up
11274,10/13/2006,1362.819946,1366.630005,1360.5,1365.619995,1318.185008390767,1340.402162105538,Over,Up,Up,Up
11275,10/16/2006,1365.609985,1370.199951,1364.47998,1369.060059,1320.1801084146587,1343.1314856192962,Over,Up,Up,Up
11276,10/17/2006,1369.050049,1369.050049,1356.869995,1364.050049,1321.9004982415347,1345.1237297507917,Over,Up,Up,Up
11277,10/18/2006,1363.930054,1372.869995,1360.949951,1365.800049,1323.6220492516704,1347.092903012621,Over,Down,Down,Up
11278,10/19/2006,1365.949951,1368.089966,1362.060059,1366.959961,1325.3215752025853,1348.9850037733238,Over,Up,Down,Up
11279,10/20/2006,1366.939941,1368.660034,1362.099976,1368.599976,1327.0187673907194,1350.8530963663407,Over,Up,Up,Down
11280,10/23/2006,1368.579956,1377.400024,1363.939941,1377.02002,1328.9796008263775,1353.345184331451,Over,Up,Up,Up
11281,10/24/2006,1377.02002,1377.780029,1372.420044,1377.380005,1330.8776558920097,1355.634214871313,Over,Up,Up,Up
11282,10/25/2006,1377.359985,1383.609985,1376.0,1382.219971,1332.8910800138917,1358.1661916454736,Over,Up,Up,Up
11283,10/26/2006,1382.209961,1389.449951,1379.469971,1389.079956,1335.0945653466804,1361.1103596792382,Over,Up,Up,Up
11284,10/27/2006,1388.890015,1388.890015,1375.849976,1377.339966,1336.751247725242,1362.6560364716918,Over,Up,Up,Up
11285,10/30/2006,1377.300049,1381.219971,1373.459961,1377.930054,1338.3661028732715,1364.110704807721,Over,Down,Down,Down
11286,10/31/2006,1377.930054,1381.209961,1372.189941,1377.939941,1339.9180180939277,1365.4277749212713,Over,Up,Down,Down
11287,11/1/2006,1377.76001,1381.949951,1366.26001,1367.810059,1341.011823619656,1365.6546591192455,Over,Up,Up,Down
11288,11/2/2006,1367.439941,1368.390015,1362.209961,1367.339966,1342.0442997914342,1365.8151645364603,Over,Down,Down,Down
11289,11/3/2006,1367.310059,1371.680054,1360.97998,1364.300049,1342.9170742702015,1365.6708678187022,Over,Down,Down,Down
11290,11/6/2006,1364.27002,1381.400024,1364.27002,1379.780029,1344.3626803380366,1367.0145974550162,Over,Down,Down,Down
11291,11/7/2006,1379.75,1388.189941,1379.189941,1382.839966,1345.871593501251,1368.5217754116811,Over,Up,Up,Up
11292,11/8/2006,1382.5,1388.609985,1379.329956,1385.719971,1347.43427497179,1370.1596988010447,Over,Up,Up,Up
11293,11/9/2006,1385.430054,1388.920044,1377.310059,1378.329956,1348.6458703062297,1370.9378185342784,Over,Up,Up,Up
11294,11/10/2006,1378.329956,1381.040039,1375.599976,1380.900024,1349.9107390785343,1371.8866000072044,Over,Down,Down,Down
11295,11/13/2006,1380.579956,1387.609985,1378.800049,1384.420044,1351.264045153886,1373.0802613398516,Over,Up,Down,Down
11296,11/14/2006,1384.359985,1394.48999,1379.069946,1393.219971,1352.909375579224,1374.9983289265324,Over,Up,Up,Down
11297,11/15/2006,1392.910034,1401.349976,1392.130005,1396.569946,1354.6215548114112,1377.052768647815,Over,Up,Up,Up
11298,11/16/2006,1396.530029,1403.76001,1396.530029,1399.76001,1356.391690309003,1379.2153630623086,Over,Up,Up,Up
11299,11/17/2006,1399.76001,1401.209961,1394.550049,1401.199951,1358.1488770027677,1381.309133342089,Over,Up,Up,Up
11300,11/20/2006,1401.170044,1404.369995,1397.849976,1400.5,1359.8097053556005,1383.1368349285565,Over,Up,Up,Up
11301,11/21/2006,1400.430054,1403.48999,1399.98999,1402.810059,1361.4959937338122,1385.010475316313,Over,Down,Up,Up
11302,11/22/2006,1402.689941,1407.890015,1402.26001,1406.089966,1363.2447769599373,1387.0180458576165,Over,Up,Up,Up
11303,11/24/2006,1405.939941,1405.939941,1399.25,1400.949951,1364.7234112360184,1388.344893966415,Over,Up,Up,Up
11304,11/27/2006,1400.949951,1400.949951,1381.439941,1381.959961,1365.3993543640177,1387.7368051124706,Over,Down,Down,Up
11305,11/28/2006,1381.609985,1387.910034,1377.829956,1386.719971,1366.2354569771935,1387.6399637684258,Over,Down,Down,Down
11306,11/29/2006,1386.109985,1401.140015,1386.109985,1399.47998,1367.5391637624016,1388.767584361909,Over,Up,Down,Down
11307,11/30/2006,1399.469971,1406.300049,1393.829956,1400.630005,1368.8368438109349,1389.8973387083938,Over,Up,Up,Down
11308,12/1/2006,1400.630005,1402.459961,1385.930054,1396.709961,1369.929907230114,1390.546159879023,Over,Up,Up,Up
11309,12/4/2006,1396.670044,1411.22998,1396.670044,1409.119995,1371.4667734171683,1392.3150965572113,Over,Down,Down,Up
11310,12/5/2006,1409.099976,1415.27002,1408.780029,1414.76001,1373.1645474008087,1394.4527073612865,Over,Up,Up,Up
11311,12/6/2006,1414.400024,1415.930054,1411.050049,1412.900024,1374.7228013850909,1396.2095946602117,Over,Up,Up,Up
11312,12/7/2006,1412.859985,1418.27002,1406.800049,1407.290039,1375.9999479582245,1397.2648750735248,Over,Down,Up,Up
11313,12/8/2006,1407.27002,1414.089966,1403.670044,1409.839966,1377.3270074892746,1398.462502780808,Over,Down,Down,Down
11314,12/11/2006,1409.810059,1415.599976,1408.560059,1413.040039,1378.7275185289109,1399.8508395635881,Over,Up,Down,Down
11315,12/12/2006,1413.0,1413.780029,1404.75,1411.560059,1380.0150691356203,1400.9660033194368,Over,Up,Up,Up
11316,12/13/2006,1411.319946,1416.640015,1411.050049,1413.209961,1381.3168296008903,1402.1320945271095,Over,Down,Up,Up
11317,12/14/2006,1413.160034,1427.22998,1413.160034,1425.48999,1383.0491104008556,1404.3566560007182,Over,Up,Up,Up
11318,12/15/2006,1425.47998,1431.630005,1425.47998,1427.089966,1384.7762027772928,1406.521733143507,Over,Up,Up,Up
11319,12/18/2006,1427.079956,1431.810059,1420.650024,1422.47998,1386.2547822762226,1408.0415661774587,Over,Up,Up,Up
11320,12/19/2006,1422.420044,1428.300049,1414.880005,1425.550049,1387.7957731281356,1409.7090407319863,Over,Down,Down,Up
11321,12/20/2006,1425.51001,1429.050049,1423.51001,1423.530029,1389.1971164956597,1411.02532532894,Over,Up,Down,Up
11322,12/21/2006,1423.199951,1426.400024,1415.900024,1418.300049,1390.3384079664181,1411.7181561547552,Over,Down,Up,Down
11323,12/22/2006,1418.099976,1418.819946,1410.280029,1410.76001,1391.1392551049898,1411.6269041400164,Over,Down,Down,Down
11324,12/26/2006,1410.75,1417.910034,1410.449951,1416.900024,1392.1494813361667,1412.1291060314434,Over,Down,Down,Down
11325,12/27/2006,1416.630005,1427.719971,1416.630005,1426.839966,1393.5098924994543,1413.5301403141632,Over,Up,Down,Down
11326,12/28/2006,1426.77002,1427.26001,1422.050049,1424.72998,1394.7342096563384,1414.5967917128144,Over,Up,Up,Up
11327,12/29/2006,1424.709961,1427.0,1416.839966,1418.300049,1395.658360218835,1414.9494828830225,Over,Down,Up,Up
11328,1/3/2007,1418.030029,1429.420044,1407.859985,1416.599976,1396.4796000533904,1415.106672703687,Over,Down,Down,Up
11329,1/4/2007,1416.599976,1421.839966,1408.430054,1418.339966,1397.3368693061987,1415.4146053985742,Over,Down,Down,Down
11330,1/5/2007,1418.339966,1418.339966,1405.75,1409.709961,1397.8220885883086,1414.8713059320432,Over,Up,Up,Down
11331,1/8/2007,1409.26001,1414.97998,1403.969971,1412.839966,1398.4110249573946,1414.6778449861342,Over,Down,Down,Down
11332,1/9/2007,1412.839966,1415.609985,1405.420044,1412.109985,1398.9482390767125,1414.4332868922165,Over,Up,Down,Down
11333,1/10/2007,1408.699951,1415.98999,1405.319946,1414.849976,1399.571836603116,1414.4729715691483,Over,Down,Up,Down
11334,1/11/2007,1414.839966,1427.119995,1414.839966,1423.819946,1400.5227428539743,1415.3631596101818,Over,Up,Up,Up
11335,1/12/2007,1423.819946,1431.22998,1422.579956,1430.72998,1401.7073403891125,1416.826666313974,Over,Up,Up,Up
11336,1/16/2007,1430.72998,1433.930054,1428.619995,1431.900024,1402.8913671973828,1418.262224188834,Over,Up,Up,Up
11337,1/17/2007,1431.77002,1435.27002,1428.569946,1430.619995,1403.978764366113,1419.4391547422783,Over,Up,Up,Up
11338,1/18/2007,1430.589966,1432.959961,1424.209961,1426.369995,1404.8568518419518,1420.0992347668232,Over,Down,Down,Up
11339,1/19/2007,1426.349976,1431.569946,1425.189941,1430.5,1405.8624654952084,1421.0897838366495,Over,Down,Down,Down
11340,1/22/2007,1430.469971,1431.390015,1420.400024,1422.949951,1406.5325629659847,1421.2669426141115,Over,Up,Down,Down
11341,1/23/2007,1422.949951,1431.329956,1421.660034,1427.98999,1407.374030692809,1421.9072328413388,Over,Down,Down,Down
11342,1/24/2007,1427.959961,1440.140015,1427.959961,1440.130005,1408.6585787048557,1423.6427349516875,Over,Up,Down,Up
11343,1/25/2007,1440.119995,1440.689941,1422.339966,1423.900024,1409.2562824419201,1423.6672386705745,Over,Up,Up,Up
11344,1/26/2007,1423.900024,1427.27002,1416.959961,1422.180054,1409.7630970128253,1423.5256020352817,Over,Down,Down,Up
11345,1/29/2007,1422.030029,1426.939941,1418.459961,1420.619995,1410.1888577182046,1423.2488775557313,Over,Down,Down,Down
11346,1/30/2007,1420.609985,1428.819946,1420.609985,1428.819946,1410.9194886312164,1423.7794555028045,Over,Down,Down,Down
11347,1/31/2007,1428.650024,1441.609985,1424.780029,1438.23999,1411.9908808417567,1425.1566492644422,Over,Up,Up,Up
11348,2/1/2007,1437.900024,1446.640015,1437.900024,1445.939941,1413.3222165342368,1427.1360103821144,Over,Up,Up,Up
11349,2/2/2007,1445.939941,1449.329956,1444.48999,1448.390015,1414.6974243172078,1429.1602012981034,Over,Up,Up,Up
11350,2/5/2007,1448.329956,1449.380005,1443.849976,1446.98999,1415.9637994420232,1430.8582764125697,Over,Up,Up,Up
11351,2/6/2007,1446.97998,1450.189941,1443.400024,1448.0,1417.220121032532,1432.4908215161345,Over,Down,Up,Up
11352,2/7/2007,1447.410034,1452.98999,1446.439941,1450.02002,1418.506391580276,1434.1602689907884,Over,Up,Down,Up
11353,2/8/2007,1449.98999,1450.449951,1442.810059,1448.310059,1419.6751628516377,1435.5078680392846,Over,Up,Up,Up
11354,2/9/2007,1448.25,1452.449951,1433.439941,1438.060059,1420.3961391711814,1435.750933845067,Over,Down,Up,Up
11355,2/12/2007,1438.0,1439.109985,1431.439941,1433.369995,1420.9049178311352,1435.5241777645847,Over,Down,Down,Down
11356,2/13/2007,1433.219971,1444.410034,1433.219971,1444.26001,1421.8208037985419,1436.3561617870052,Over,Down,Down,Down
11357,2/14/2007,1443.910034,1457.650024,1443.910034,1455.300049,1423.1337153750696,1438.1603415215761,Over,Up,Up,Down
11358,2/15/2007,1455.150024,1457.969971,1453.189941,1456.810059,1424.4543563015375,1439.9365050909498,Over,Up,Up,Up
11359,2/16/2007,1456.77002,1456.77002,1451.569946,1455.540039,1425.6734026818692,1441.4225559394308,Over,Up,Up,Up
11360,2/20/2007,1455.530029,1460.530029,1449.199951,1459.680054,1427.0069968512078,1443.1613652785325,Over,Down,Up,Up
11361,2/21/2007,1459.599976,1459.599976,1452.02002,1457.630005,1428.2078991315527,1444.5393309662913,Over,Up,Up,Up
11362,2/22/2007,1457.290039,1461.569946,1450.51001,1456.380005,1429.312687596982,1445.6670142075968,Over,Down,Up,Up
11363,2/23/2007,1456.219971,1456.219971,1448.359985,1451.189941,1430.1706191029825,1446.1930072354448,Over,Down,Down,Up
11364,2/26/2007,1451.040039,1456.949951,1445.47998,1449.369995,1430.9235358048263,1446.4955774987359,Over,Down,Down,Down
11365,2/27/2007,1449.25,1449.25,1389.420044,1399.040039,1429.673202596794,1441.9760024036182,Over,Down,Down,Down
11366,2/28/2007,1398.640015,1415.890015,1396.650024,1406.819946,1428.7769964557433,1438.6278065556546,Over,Down,Down,Down
11367,3/1/2007,1406.800049,1409.459961,1380.869995,1403.170044,1427.7728022417925,1435.2508767884494,Over,Up,Down,Down
11368,3/2/2007,1403.160034,1403.400024,1386.869995,1387.170044,1426.1805372127028,1430.6717498562161,Over,Down,Up,Down
11369,3/5/2007,1387.109985,1391.859985,1373.969971,1374.119995,1424.1389473220088,1425.2858684413384,Over,Down,Down,Down
11370,3/6/2007,1374.060059,1397.900024,1374.060059,1395.410034,1423.0123232701653,1422.4405508754967,Under,Down,Down,Down
11371,3/7/2007,1395.02002,1401.160034,1390.640015,1391.969971,1421.7949761223156,1419.538590887354,Under,Up,Up,Down
11372,3/8/2007,1391.880005,1407.930054,1391.880005,1401.890015,1421.0143894116366,1417.8577741361776,Under,Down,Up,Up
11373,3/9/2007,1401.890015,1410.150024,1397.300049,1402.839966,1420.3016669249057,1416.4275066946368,Under,Up,Up,Up
11374,3/12/2007,1402.800049,1409.339966,1398.400024,1406.599976,1419.7643457121644,1415.4915513903857,Under,Up,Up,Up
11375,3/13/2007,1406.22998,1406.22998,1377.709961,1377.949951,1418.1245655273738,1411.9161608770157,Under,Up,Up,Up
11376,3/14/2007,1377.859985,1388.089966,1363.97998,1387.170044,1416.910662722379,1409.5593878411096,Under,Down,Down,Down
11377,3/15/2007,1387.109985,1395.72998,1385.160034,1392.280029,1415.9447555175798,1407.9137346181467,Under,Up,Down,Down
11378,3/16/2007,1392.280029,1397.51001,1383.630005,1386.949951,1414.8077043600276,1405.9171837973709,Under,Up,Up,Down
11379,3/19/2007,1386.949951,1403.199951,1386.949951,1402.060059,1414.30779669885,1405.5498385785736,Under,Down,Down,Up
11380,3/20/2007,1402.040039,1411.530029,1400.699951,1410.939941,1414.175723926346,1406.0631816663285,Under,Up,Up,Up
11381,3/21/2007,1410.920044,1437.77002,1409.75,1435.040039,1414.993932360607,1408.8228823647732,Under,Up,Up,Up
11382,3/22/2007,1435.040039,1437.660034,1429.880005,1434.540039,1415.7604463464656,1411.272135377652,Under,Up,Up,Up
11383,3/23/2007,1434.540039,1438.890015,1433.209961,1436.109985,1416.5584674701336,1413.6376448654946,Under,Down,Up,Up
11384,3/26/2007,1436.109985,1437.650024,1423.280029,1437.5,1417.3797040399322,1415.9102501164,Under,Up,Up,Up
11385,3/27/2007,1437.48999,1437.48999,1425.540039,1428.609985,1417.820107214837,1417.1197486767428,Under,Up,Up,Up
11386,3/28/2007,1428.349976,1428.349976,1414.069946,1417.22998,1417.7969649711179,1417.1302468980052,Under,Down,Down,Down
11387,3/29/2007,1417.170044,1426.23999,1413.27002,1422.530029,1417.9825753251916,1417.6445118601,Under,Down,Down,Down
11388,3/30/2007,1422.52002,1429.219971,1408.900024,1420.859985,1418.0954149202823,1417.9507473972335,Under,Up,Down,Down
11389,4/2/2007,1420.829956,1425.48999,1416.369995,1424.550049,1418.3485378253695,1418.5792523117827,Over,Down,Up,Down
11390,4/3/2007,1424.27002,1440.569946,1424.27002,1437.77002,1419.1101645773158,1420.406944472565,Over,Up,Up,Up
11391,4/4/2007,1437.75,1440.160034,1435.079956,1439.369995,1419.9046677311467,1422.2129492847018,Over,Up,Up,Up
11392,4/5/2007,1438.939941,1444.880005,1436.670044,1443.76001,1420.8401713495332,1424.2650503052064,Over,Up,Up,Up
11393,4/9/2007,1443.77002,1448.099976,1443.280029,1444.609985,1421.7723209044534,1426.202663133282,Over,Up,Up,Up
11394,4/10/2007,1444.579956,1448.72998,1443.98999,1448.390015,1422.8161520454553,1428.3157442634456,Over,Up,Up,Up
